mag_id	completeness	contamination	contigs	total_length	gc	n50	sample_accession	run_accession	country	project_accession	study_accession	database_origin	reference	rep_95id	rep_99id	taxonomy	species	food_name	sample_name	origin	ingredient_group	main_ingredient	food_type	consistency	alcohol_level	acid_type	fermentation_temperature	aging_time
LeechJ_xxxx__AF82__bin.13	94.90428403	1.82436611	146	1711855	36.72	23735	SAMN39472501	SRR27593158	Burkina Faso	PRJNA1052643	SRP484221	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	LeechJ_xxxx__AF82__bin.13	LeechJ_xxxx__AF82__bin.13	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	NA	attieke	attieke	Plant	Roots_Tubers	cassava	starch-based staple	solid	none	lactic	mesophilic	1-7 days
LeechJ_xxxx__AF82__bin.10	69.4	0.1	2280	9060850	31.24	4849	SAMN39472501	SRR27593158	Burkina Faso	PRJNA1052643	SRP484221	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	LeechJ_xxxx__AF82__bin.10	LeechJ_xxxx__AF82__bin.10	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia	unknown	attieke	attieke	Plant	Roots_Tubers	cassava	starch-based staple	solid	none	lactic	mesophilic	1-7 days
GCF_003967595.1_ASM396759v1_genomic	99.48	1.05	18	2357792	34.58	231598	GCF_003967595.1	GCF_003967595.1	NA	Refseq	Refseq	NCBI	MiFoDB, a workflow for microbial food metagenomic characterization, enables high-resolution analysis of fermented food microbial dynamics Elisa B. Caffrey, Matthew R. Olm, Caroline Isabel Kothe, Joshua Evans, Justin L. Sonnenburg bioRxiv 2024.03.29.587370; doi: https://doi.org/10.1101/2024.03.29.587370	GCF_003967595.1_ASM396759v1_genomic	GCF_003967595.1_ASM396759v1_genomic	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus	Companilactobacillus musae	pickle chinese	banana_fruits	Plant	Vegetables_Aromatics	mixed vegetables	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
MAG_3	72.08	0.38	741	2584791	64.29	3891	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_3	MAG_3	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Glutamicibacter	Glutamicibacter protophormiae	kinema	soybean	Plant	Legumes	soybean	soybean paste	semi-solid	none	mixed	mesophilic	1-3 days
MAG_8	100	0	19	3822185	37.82	389948	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_8	MAG_8	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Proteus	Proteus cibarius	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_9	50.27	9.34	978	2575931	37.29	2665	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_11	MAG_9	Bacillota;Bacilli;Lactobacillales;Listeriaceae;Brochothrix	Brochothrix thermosphacta	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_11	50.77	7.76	679	1533426	36.46	2197	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_11	MAG_11	Bacillota;Bacilli;Lactobacillales;Listeriaceae;Brochothrix	Brochothrix thermosphacta	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_45	85.45	0.19	536	2560056	43.83	6140	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_45	MAG_45	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D casseliflavus	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_53	78.89	6.81	1141	5053502	34.46	5211	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_131	MAG_53	Bacillota;Bacilli;Bacillales_B;Bacillaceae_C;Heyndrickxia	Heyndrickxia oleronia	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_57	60.49	0.44	601	1715057	54.67	3000	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_485	MAG_57	Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Corynebacterium	Corynebacterium stationis	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_62	78.57	6.69	717	6936647	34.42	12873	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	LeechJ_xxxx__AF15__bin.4	MAG_62	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A	Bacillus A pacificus	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_63	83.56	2.2	668	2558475	43.57	4564	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_45	MAG_63	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D casseliflavus	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_68	93.1	5.32	134	3059160	40.83	49081	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	YulandiA_2020__SRS6115053__bin.10	YulandiA_2020__SRS6115053__bin.10	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D gallinarum	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_97	98.67	1	35	4133280	44.71	212762	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MotaGutierrezJ_2021__SRR11602153__bin.8	MAG_97	Bacillota;Bacilli;Bacillales_H;Bacillaceae_D;Shouchella	Shouchella rhizosphaerae	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_125	99.62	0	68	2648190	38.3	84448	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	MAG_125	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B lactis	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_131	83.22	1.63	466	4852161	35.46	14637	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_131	MAG_131	Bacillota;Bacilli;Bacillales_B;Bacillaceae_C;Heyndrickxia	Heyndrickxia oleronia	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_139	98.27	9.95	125	4752767	45.47	109597	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	TomarS_2023__SRR15925267__bin.15	TomarS_2023__SRR15925267__bin.15	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus licheniformis	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_163	99.45	1.66	47	2884118	32.84	146122	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_112	MAG_112	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	Staphylococcus nepalensis	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_183	95.53	2.68	667	4510868	55.62	9288	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_183	MAG_183	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia	Leclercia adecarboxylata	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_186	69.29	4.81	715	3507761	35.08	5561	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_131	MAG_186	Bacillota;Bacilli;Bacillales_B;Bacillaceae_C;Heyndrickxia	Heyndrickxia oleronia	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_194	86.98	3.81	281	2261211	37.79	10055	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_194	MAG_194	Bacillota;Bacilli;Bacillales_A;Planococcaceae;Rummeliibacillus	Rummeliibacillus stabekisii	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_196	100	0.22	30	3801552	42.85	217210	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_196	MAG_196	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	Acinetobacter sp039594835	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_588	66.38	0	260	2895999	31.88	17539	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	KharnaiorP_2023__SRR22859377__bin.9	KumarJ_2019__SRS4562502__bin.1	Bacillota;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus	Vagococcus fluvialis	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_589	63.21	2.63	564	1945943	34.09	3761	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_589	MAG_589	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes	Atopostipes sp041223305	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
