genome,completeness,contamination
MAG_44,90.38,1.23
MAG_46,99.06,1.2
MAG_54,95.83,3.27
MAG_60,98.91,0.83
MAG_69,95.13,8.0
MAG_75,85.83,4.05
MAG_108,58.62,3.45
MAG_121,67.16,7.46
MAG_132,66.27,9.79
MAG_134,74.38,4.86
MAG_135,95.56,0.34
MAG_138,61.47,0.47
MAG_150,81.51,5.54
MAG_179,90.03,3.23
MAG_187,63.53,1.88
MAG_192,97.67,0.46
MAG_193,92.34,3.67
MAG_198,83.3,3.08
MAG_504,71.03,0.0
MAG_505,92.27,1.27
MAG_506,87.36,3.87
MAG_507,80.0,3.23
MAG_508,91.25,5.42
MAG_509,66.29,2.15
MAG_510,53.09,1.72
MAG_511,91.82,4.64
MAG_512,76.58,1.88
MAG_513,70.97,1.43
MAG_514,74.59,1.38
MAG_515,70.87,5.17
MAG_516,90.57,4.03
MAG_517,68.97,7.52
MAG_518,60.34,1.72
MAG_519,66.49,4.89
MAG_520,62.07,3.45
MAG_521,89.83,1.94
MAG_522,90.31,2.45
MAG_523,67.24,6.44
MAG_524,84.29,5.33
MAG_525,86.16,9.39
MAG_526,67.55,5.17
MAG_527,93.13,0.0
MAG_528,95.5,2.75
MAG_529,99.09,0.91
MAG_530,88.16,2.04
MAG_531,63.79,1.72
MAG_532,90.39,3.42
MAG_533,78.64,1.01
MAG_534,86.83,6.52
MAG_535,68.1,8.54
MAG_536,55.89,3.4
MAG_537,80.35,9.03
MAG_538,78.81,4.56
MAG_539,84.92,3.36
MAG_540,80.21,2.72
MAG_541,92.5,0.63
MAG_542,99.42,1.96
MAG_543,91.66,3.33
MAG_544,72.44,2.28
MAG_545,89.99,6.48
MAG_546,100.0,5.71
MAG_547,93.09,4.01
MAG_548,84.96,6.26
MAG_549,99.82,0.77
MAG_550,93.11,3.05
MAG_551,57.69,0.0
MAG_552,78.79,8.58
MAG_470,85.69,1.76
MAG_471,82.03,0.0
MAG_472,94.84,5.64
MAG_473,91.54,3.17
MAG_474,94.88,2.14
MAG_475,99.18,0.0
MAG_476,93.72,0.82
MAG_477,95.36,0.55
MAG_478,98.17,1.28
MAG_479,98.15,2.78
MAG_480,98.69,9.69
MAG_481,93.3,1.39
MAG_482,96.41,0.64
MAG_4,61.11,1.47
MAG_21,76.94,6.25
MAG_24,50.34,1.72
MAG_25,80.27,2.09
MAG_70,88.25,2.78
MAG_91,66.09,8.46
MAG_95,54.25,1.76
MAG_109,68.97,0.0
MAG_116,51.9,1.59
MAG_123,68.31,4.44
MAG_133,69.66,2.95
MAG_136,61.77,3.4
MAG_140,84.26,4.7
MAG_146,67.87,2.88
MAG_149,71.34,0.7
MAG_152,54.16,3.24
MAG_171,82.61,1.96
MAG_182,66.87,4.77
MAG_190,88.32,2.44
MAG_199,83.1,4.92
MAG_200,52.23,8.62
MAG_326,80.65,3.96
MAG_327,79.19,4.96
MAG_328,73.84,4.68
MAG_329,64.67,2.33
MAG_330,100.0,1.25
MAG_331,51.72,6.9
MAG_332,79.71,5.34
MAG_333,51.9,0.0
MAG_334,97.73,4.14
MAG_335,80.41,4.13
MAG_336,62.46,3.51
MAG_337,58.09,6.91
MAG_338,57.56,2.4
MAG_339,54.89,1.72
MAG_340,56.32,8.3
MAG_341,66.32,3.44
MAG_342,87.09,2.42
MAG_343,68.62,1.45
MAG_344,84.88,4.95
MAG_345,63.03,4.99
MAG_346,73.01,3.45
MAG_347,85.78,5.37
MAG_348,58.56,0.66
MAG_15,100.0,0.25
MAG_22,98.79,0.66
MAG_28,99.06,0.16
MAG_39,52.65,3.32
MAG_58,67.43,1.03
MAG_64,74.64,0.02
MAG_119,76.22,0.15
MAG_144,85.36,0.0
MAG_151,97.73,0.0
MAG_304,64.66,0.76
MAG_305,67.87,7.99
MAG_349,97.51,0.0
MAG_350,99.47,0.0
MAG_351,92.67,0.74
MAG_352,97.36,0.19
MAG_353,99.46,0.0
MAG_354,100.0,0.0
MAG_355,98.63,0.0
MAG_356,98.51,0.0
MAG_357,78.57,0.0
MAG_358,87.83,0.18
MAG_359,65.02,4.65
MAG_16,99.25,0.85
MAG_59,63.79,6.9
MAG_80,71.73,9.87
MAG_126,66.83,0.54
MAG_166,71.37,3.8
MAG_181,92.91,0.0
MAG_195,64.05,1.17
MAG_360,52.6,8.34
MAG_361,60.71,7.22
MAG_362,69.2,0.4
MAG_567,54.96,0.13
MAG_568,79.33,6.57
MAG_569,55.46,1.72
MAG_570,68.63,5.1
MAG_571,66.21,2.04
MAG_572,54.31,3.45
MAG_1,94.21,0.63
MAG_31,95.92,3.04
MAG_37,96.3,0.0
MAG_48,98.12,6.09
MAG_52,90.48,0.55
MAG_98,79.4,3.25
MAG_111,98.03,1.38
MAG_148,59.07,7.43
MAG_160,52.75,0.87
MAG_164,69.56,1.64
MAG_306,66.67,9.48
MAG_307,69.69,3.71
MAG_308,78.14,1.48
MAG_363,99.5,0.5
MAG_364,94.87,2.56
MAG_365,96.55,0.0
MAG_366,65.04,7.56
MAG_367,51.79,4.34
MAG_368,100.0,1.09
MAG_18,51.71,0.65
MAG_87,99.25,0.01
MAG_104,52.54,1.72
MAG_129,97.13,0.39
MAG_156,79.14,1.97
MAG_168,81.43,2.37
MAG_178,100.0,0.75
MAG_185,91.37,2.65
MAG_581,65.5,1.72
MAG_582,55.17,1.72
MAG_583,89.96,2.32
MAG_584,95.97,0.88
MAG_585,72.41,5.17
MAG_586,97.7,0.66
MAG_587,99.06,1.99
MAG_5,83.33,1.99
MAG_6,71.87,2.06
MAG_10,51.72,1.72
MAG_19,98.94,0.47
MAG_27,99.62,0.0
MAG_41,77.39,1.42
MAG_49,100.0,0.0
MAG_94,88.49,1.95
MAG_96,84.3,1.97
MAG_107,67.86,8.62
MAG_115,83.85,2.65
MAG_142,85.27,5.1
MAG_165,93.74,1.1
MAG_301,59.56,2.7
MAG_302,60.97,0.98
MAG_303,97.55,5.71
MAG_157,90.84,4.11
MAG_616,94.0,3.43
MAG_617,55.6,7.3
MAG_17,98.82,1.58
MAG_33,99.0,3.0
MAG_35,99.57,0.0
MAG_99,96.42,2.76
MAG_100,95.77,1.58
MAG_103,85.68,7.22
MAG_112,99.45,1.1
MAG_120,50.21,0.26
MAG_159,93.53,3.53
MAG_161,99.57,0.31
MAG_177,99.34,0.33
MAG_184,66.32,1.83
MAG_188,97.18,0.0
MAG_483,95.47,0.87
MAG_484,97.24,2.47
MAG_485,85.2,2.04
MAG_486,52.59,1.72
MAG_487,99.77,0.68
MAG_488,54.03,9.42
MAG_489,96.17,3.19
MAG_490,97.02,1.63
MAG_491,98.68,0.0
MAG_492,99.14,1.78
MAG_493,99.38,2.77
MAG_494,52.74,1.75
MAG_2,95.74,2.78
MAG_34,99.27,0.2
MAG_143,58.11,1.24
MAG_173,76.86,1.15
MAG_371,99.88,0.99
MAG_372,94.49,7.36
MAG_373,60.75,8.93
MAG_374,65.07,7.92
MAG_36,84.02,7.14
MAG_55,55.57,0.06
MAG_67,96.19,4.52
MAG_77,82.0,0.0
MAG_92,87.98,3.37
MAG_113,71.16,7.77
MAG_154,66.08,3.39
MAG_162,98.42,0.32
MAG_197,55.89,0.57
MAG_369,99.89,0.69
MAG_370,97.27,0.29
MAG_495,73.82,9.48
MAG_496,51.74,9.49
MAG_497,59.91,9.97
MAG_498,96.26,0.0
MAG_499,85.18,2.74
MAG_500,99.18,0.14
MAG_501,100.0,0.0
MAG_502,100.0,0.0
MAG_503,99.03,0.0
G_011_1B_oryzifermentans_assembly,100.0,1.0
G_275_1B_tropicalis_assembly,100.0,0.5
G_338_1B_fabarum_extracted_assembly,100.0,0.5
G_361_1B_senegalensis_assembly,100.0,0.0
G_13_2A_senegalensis_assembly,100.0,0.0
G_275_3_oxydans_assembly,99.75,0.0
G_364_1_oxydans_assembly,100.0,3.23
G_125_1B_pasteurianus_extracted_assembly,93.53,0.0
G_154_1A_ghanensis_extracted_assembly,99.75,0.0
G_199_1A_oryzifermentans_extracted_assembly,100.0,0.75
G_24_1A_oryzifermentans_assembly,100.0,0.0
G_272_1B_malorum_assembly,100.0,0.5
G_35_1B_malorum_assembly,100.0,0.0
G_398_1B_oryzifermentans_assembly,100.0,0.0
G_490_1A_malorum_assembly,100.0,0.5
G_497_1B_pasteurianus_extracted_assembly,100.0,0.25
G_507_1A_malorum_assembly,100.0,0.0
G_514_1B_orientalis_assembly,100.0,0.0
G_517_1B_acetobacter_assembly,100.0,0.0
G_65_1_oryzoeni_assembly,99.5,0.0
G_97_1A_fabarum_extracted_assembly,100.0,0.25
SRR10454486C2703_ghanensis_assembly,99.75,0.0
SRR10454491C1008_acetobacter_assembly,100.0,0.0
SRR10454494C1110_syzygii_assembly,96.02,0.0
SRR10454509C293_malorum_assembly,100.0,0.75
SRR10454511C706_acetobacter_assembly,100.0,0.0
SRR10454513_mb_1_oryzifermentans_assembly,100.0,0.0
SRR10454516C127_okinawensis_assembly,99.5,0.0
SRR10454517C1506_cerevisiae_assembly,100.0,0.0
156,100.0,0.0
158,100.0,0.86
160,99.33,0.51
164,99.73,1.57
166,99.74,0.54
169,100.0,1.17
174,100.0,0.0
175,99.73,0.88
176,100.0,0.34
177,99.44,1.94
178,98.9,1.1
179,100.0,0.6
180,99.73,0.55
181,99.53,0.62
182,100.0,0.55
183,99.42,0.88
O2_bin.circ.2,100.0,1.17
O2_bin.circ.8,93.24,0.34
O2_bin.full.47,76.3,2.2
O4_bin.circ.1,99.73,1.57
O6_bin.circ.2,99.74,0.54
O6_bin.circ.4,100.0,0.0
O6_bin.full.65,100.0,0.6
We2_bin.circ.10,99.89,0.58
We2_bin.circ.8,85.86,0.09
We2_bin.full.21,100.0,0.42
We2_bin.full.36,100.0,0.91
We2_bin.full.40,98.65,0.0
We2_bin.full.44,96.08,1.45
We2_bin.full.46,96.28,1.11
We2_bin.full.47,100.0,1.29
We2_bin.full.53,90.93,0.34
We2_bin.full.62,98.8,1.0
We4_bin.circ.1,99.53,0.67
We4_bin.full.28,99.11,0.57
We5_bin.circ.3,100.0,0.0
We5_bin.circ.8,98.54,0.0
We6_bin.circ.4,100.0,0.0
We6_bin.circ.8,99.27,1.75
We6_bin.circ.9,100.0,0.0
We6_bin.full.13,100.0,0.47
We6_bin.full.31,100.0,0.43
We6_bin.full.92,99.65,1.19
Wy2_bin.circ.1,99.89,0.15
Wy2_bin.circ.3,100.0,0.34
Wy2_bin.circ.5,99.95,0.97
Wy2_bin.full.11,100.0,0.42
Wy3_bin.full.16,94.26,3.53
Wy3_bin.full.20,96.28,1.11
Wy4_bin.full.1,100.0,0.91
Wy5_bin.lin.34,99.45,0.9
Wy6_bin.lin.34,89.07,2.36
AlvarezOrdonezA_xxxx__C02-18__bin.2,51.6,3.1
AlvarezOrdonezA_xxxx__C02-19__bin.5,63.79310345,0.862068966
AlvarezOrdonezA_xxxx__C02-19__bin.3,74.13793103,0.0
AlvarezOrdonezA_xxxx__C02-19__bin.1,64.9122807,0.0
AlvarezOrdonezA_xxxx__C02-19__bin.10,63.9,3.3
AlvarezOrdonezA_xxxx__C02-19__bin.6,51.8,0.8
AlvarezOrdonezA_xxxx__C02-19__bin.11,87.9,2.3
AlvarezOrdonezA_xxxx__C03-18__bin.6,87.79926335,1.243093923
AlvarezOrdonezA_xxxx__C03-18__bin.11,95.44342508,1.949541284
AlvarezOrdonezA_xxxx__C03-19__bin.28,69.12478299,4.109224109
AlvarezOrdonezA_xxxx__C03-19__bin.15,92.3572744,3.718885522
AlvarezOrdonezA_xxxx__C03-19__bin.11,90.6116208,1.23853211
AlvarezOrdonezA_xxxx__C03-19__bin.12,82.0,0.2
AlvarezOrdonezA_xxxx__C04-18__bin.1,100.0,0.0
AlvarezOrdonezA_xxxx__C04-18__bin.3,64.8,0.3
AlvarezOrdonezA_xxxx__C04-18__bin.8,90.6,0.2
AlvarezOrdonezA_xxxx__C04-18__bin.6,86.3,0.5
AlvarezOrdonezA_xxxx__C04-18__bin.7,73.2,0.1
AlvarezOrdonezA_xxxx__C04-19__bin.1,75.2,0.7
AlvarezOrdonezA_xxxx__C05-18__bin.17,98.91304348,0.0
AlvarezOrdonezA_xxxx__C05-18__bin.9,86.95175439,4.714912281
AlvarezOrdonezA_xxxx__C05-18__bin.5,99.33774834,0.022075055
AlvarezOrdonezA_xxxx__C05-18__bin.18,62.52491694,3.779069767
AlvarezOrdonezA_xxxx__C05-18__bin.8,91.54208195,2.209302326
AlvarezOrdonezA_xxxx__C05-18__bin.6,62.65122265,0.455598456
AlvarezOrdonezA_xxxx__C05-18__bin.20,56.19520656,3.53200883
AlvarezOrdonezA_xxxx__C05-19__bin.10,80.93517961,4.525386313
AlvarezOrdonezA_xxxx__C05-19__bin.11,50.60505266,0.054644809
AlvarezOrdonezA_xxxx__C05-19__bin.5,60.0,3.7
AlvarezOrdonezA_xxxx__C06-18__bin.11,55.17241379,0.0
AlvarezOrdonezA_xxxx__C06-18__bin.5,83.19521179,1.197053407
AlvarezOrdonezA_xxxx__C06-18__bin.14,88.08468036,1.862166885
AlvarezOrdonezA_xxxx__C06-18__bin.23,89.5,4.2
AlvarezOrdonezA_xxxx__C06-19__bin.3,95.02762431,3.038674033
AlvarezOrdonezA_xxxx__C06-19__bin.13,95.74923547,1.796636086
AlvarezOrdonezA_xxxx__C07-18__bin.6,92.11292167,3.710691824
AlvarezOrdonezA_xxxx__C07-18__bin.11,83.99676059,2.436463712
AlvarezOrdonezA_xxxx__C07-18__bin.12,94.75138122,4.696132597
AlvarezOrdonezA_xxxx__C07-18__bin.2,80.58717077,2.751068376
AlvarezOrdonezA_xxxx__C07-19__bin.17,94.73684211,4.051036683
AlvarezOrdonezA_xxxx__C07-19__bin.13,53.44827586,0.0
AlvarezOrdonezA_xxxx__C07-19__bin.8,88.64409648,1.694139194
AlvarezOrdonezA_xxxx__C07-19__bin.10,88.72613803,4.351443955
AlvarezOrdonezA_xxxx__C07-19__bin.9,85.90876156,4.056603774
AlvarezOrdonezA_xxxx__C07-19__bin.6,97.9,0.1
AlvarezOrdonezA_xxxx__C08-18__bin.7,85.88962158,2.808471455
AlvarezOrdonezA_xxxx__C08-18__bin.12,51.6,0.4
AlvarezOrdonezA_xxxx__C08-18__bin.3,81.1,0.4
AlvarezOrdonezA_xxxx__C08-18__bin.8,65.4,3.5
AlvarezOrdonezA_xxxx__F01-18__bin.11,67.00912564,1.348235098
AlvarezOrdonezA_xxxx__F01-18__bin.6,55.51724138,0.0
AlvarezOrdonezA_xxxx__F01-19__bin.6,79.87363928,2.352904513
AlvarezOrdonezA_xxxx__F01-19__bin.2,79.01249811,3.417602996
AlvarezOrdonezA_xxxx__F02-18__bin.4,51.72413793,3.448275862
AlvarezOrdonezA_xxxx__F02-18__bin.2,52.28622754,0.916230366
AlvarezOrdonezA_xxxx__F02-18__bin.3,64.77890316,1.992753623
AlvarezOrdonezA_xxxx__F02-18__bin.10,98.69109948,0.698080279
AlvarezOrdonezA_xxxx__F02-18__bin.7,87.11350294,1.782897468
AlvarezOrdonezA_xxxx__F02-19__bin.17,55.17241379,1.724137931
AlvarezOrdonezA_xxxx__F02-19__bin.10,97.30453708,4.6218737
AlvarezOrdonezA_xxxx__F02-19__bin.16,56.89655172,0.0
AlvarezOrdonezA_xxxx__F02-19__bin.8,81.03448276,1.724137931
AlvarezOrdonezA_xxxx__F03-18__bin.3,53.84535005,0.0
AlvarezOrdonezA_xxxx__F03-18__bin.18,59.58690844,3.830891331
AlvarezOrdonezA_xxxx__F03-18__bin.8,85.7706023,3.885429639
AlvarezOrdonezA_xxxx__F03-18__bin.4,92.44389902,3.351449275
AlvarezOrdonezA_xxxx__F03-18__bin.1,94.16666667,0.714285714
AlvarezOrdonezA_xxxx__F03-19__bin.3,51.43678161,2.586206897
AlvarezOrdonezA_xxxx__F03-19__bin.2,57.36007199,1.91970547
AlvarezOrdonezA_xxxx__F03-19__bin.4,74.29467085,1.724137931
AlvarezOrdonezA_xxxx__F03-19__bin.9,89.67391304,3.170289855
AlvarezOrdonezA_xxxx__F03-19__bin.17,74.27295434,2.161750936
AlvarezOrdonezA_xxxx__F03-19__bin.16,65.3851461,0.9375
AlvarezOrdonezA_xxxx__F04-18__bin.3,89.85507246,0.923913043
AlvarezOrdonezA_xxxx__F05-18__bin.1,90.18229167,0.381944444
AlvarezOrdonezA_xxxx__F05-18__bin.4,70.8045977,0.0
AlvarezOrdonezA_xxxx__F05-18__bin.6,96.07329843,0.589005236
AlvarezOrdonezA_xxxx__F05-18__bin.7,68.96551724,0.574712644
AlvarezOrdonezA_xxxx__F05-18__bin.3,89.0,0.6
AlvarezOrdonezA_xxxx__F05-18__bin.5,85.2,0.5
AlvarezOrdonezA_xxxx__F05-18__bin.2,54.6,3.8
AlvarezOrdonezA_xxxx__F05-19__bin.13,90.9375,0.0
AlvarezOrdonezA_xxxx__F05-19__bin.3,80.48589342,0.0
AlvarezOrdonezA_xxxx__F05-19__bin.4,99.47643979,0.589005236
AlvarezOrdonezA_xxxx__F05-19__bin.11,79.74650204,1.902173913
AlvarezOrdonezA_xxxx__F05-19__bin.1,62.65270506,0.523560209
AlvarezOrdonezA_xxxx__F05-19__bin.8,87.4,0.6
AlvarezOrdonezA_xxxx__F05-19__bin.10,86.8,0.5
AlvarezOrdonezA_xxxx__F06-18__bin.1,58.67816092,0.0
AlvarezOrdonezA_xxxx__F06-18__bin.4,64.65517241,1.724137931
AlvarezOrdonezA_xxxx__F06-19__bin.2,88.93904862,5.0
AlvarezOrdonezA_xxxx__F06-19__bin.3,58.62068966,0.0
AlvarezOrdonezA_xxxx__F06-19__bin.1,87.0923913,1.992753623
AlvarezOrdonezA_xxxx__F06-19__bin.9,90.9,0.2
AlvarezOrdonezA_xxxx__F06-19__bin.4,92.5,0.2
AlvarezOrdonezA_xxxx__F06-19__bin.5,97.6,0.2
AlvarezOrdonezA_xxxx__F07-18__bin.4,52.19467872,1.006289308
AlvarezOrdonezA_xxxx__F07-18__bin.11,96.1124974,1.819505095
AlvarezOrdonezA_xxxx__F07-18__bin.10,97.55434783,2.29743083
AlvarezOrdonezA_xxxx__F07-18__bin.6,95.16617791,2.12962963
AlvarezOrdonezA_xxxx__F07-18__bin.5,97.5,0.3
AlvarezOrdonezA_xxxx__F07-19__bin.6,96.55797101,2.038043478
AlvarezOrdonezA_xxxx__F07-19__bin.2,97.4,0.2
AlvarezOrdonezA_xxxx__Q01-21__bin.1,91.66058024,2.704402516
AlvarezOrdonezA_xxxx__Q01-21__bin.3,91.34331462,1.19047619
AlvarezOrdonezA_xxxx__Q01-21__bin.2,58.93416928,0.0
AlvarezOrdonezA_xxxx__Q01-23__bin.8,77.24747475,2.083333333
AlvarezOrdonezA_xxxx__Q01-23__bin.3,91.92082721,0.363901019
AlvarezOrdonezA_xxxx__Q01-23__bin.2,67.75477897,0.0
AlvarezOrdonezA_xxxx__Q01-23__bin.1,96.25326109,2.141280353
AlvarezOrdonezA_xxxx__Q01-23__bin.5,67.46539313,0.19379845
AlvarezOrdonezA_xxxx__Q01-23X__bin.8,94.66778241,0.921189436
AlvarezOrdonezA_xxxx__Q01-23X__bin.6,94.35185185,0.555555556
AlvarezOrdonezA_xxxx__Q01-23X__bin.5,93.9795304,3.112582781
AlvarezOrdonezA_xxxx__Q01-23X__bin.2,63.77592755,0.153374233
AlvarezOrdonezA_xxxx__Q01-23X__bin.4,63.56473768,1.400862069
AlvarezOrdonezA_xxxx__Q01-24__bin.2,99.90566038,1.603773585
AlvarezOrdonezA_xxxx__Q01-24__bin.3,66.37931034,0.0
AlvarezOrdonezA_xxxx__Q01-25__bin.7,92.84951826,0.669108325
AlvarezOrdonezA_xxxx__Q01-25__bin.6,63.41726404,0.0
AlvarezOrdonezA_xxxx__Q01-25__bin.2,94.55448525,4.08388521
AlvarezOrdonezA_xxxx__Q01-25__bin.8,59.37055123,2.047413793
AlvarezOrdonezA_xxxx__Q01-25__bin.3,58.49252492,1.744186047
AlvarezOrdonezA_xxxx__Q01-26__bin.1,100.0,3.490566038
AlvarezOrdonezA_xxxx__Q01-26__bin.2,70.77849384,0.491266376
AlvarezOrdonezA_xxxx__Q01-27__bin.3,96.06918239,1.918238994
AlvarezOrdonezA_xxxx__Q01-27__bin.4,85.73504652,0.509461426
AlvarezOrdonezA_xxxx__Q01-27__bin.2,90.76911589,1.388888889
AlvarezOrdonezA_xxxx__Q01-27__bin.7,71.98613252,2.486366024
AlvarezOrdonezA_xxxx__Q01-28__bin.3,99.52830189,0.943396226
AlvarezOrdonezA_xxxx__Q01-28__bin.1,68.80122005,0.509461426
AlvarezOrdonezA_xxxx__Q01-29__bin.7,50.8787062,1.289308176
AlvarezOrdonezA_xxxx__Q01-29__bin.3,96.00713939,1.236793915
AlvarezOrdonezA_xxxx__Q01-29__bin.4,97.75193798,0.19379845
AlvarezOrdonezA_xxxx__Q01-29__bin.9,89.42495127,1.559454191
AlvarezOrdonezA_xxxx__Q01-29__bin.1,63.15789474,1.754385965
AlvarezOrdonezA_xxxx__Q01-29__bin.17,68.6335008,1.689602446
AlvarezOrdonezA_xxxx__Q01-29__bin.10,89.04427159,4.9371896
AlvarezOrdonezA_xxxx__Q01-29__bin.13,82.11931361,2.569444444
AlvarezOrdonezA_xxxx__Q01-29__bin.6,93.28765227,0.775193798
AlvarezOrdonezA_xxxx__Q01-29__bin.15,81.7,0.2
AlvarezOrdonezA_xxxx__Q01-30__bin.16,98.64130435,1.358695652
AlvarezOrdonezA_xxxx__Q01-30__bin.1,92.94748646,3.07496361
AlvarezOrdonezA_xxxx__Q01-30__bin.7,79.90797546,1.073619632
AlvarezOrdonezA_xxxx__Q01-30__bin.4,71.05263158,1.754385965
AlvarezOrdonezA_xxxx__Q01-30__bin.11,95.46868297,2.627627628
AlvarezOrdonezA_xxxx__Q01-30__bin.6,94.11733162,2.485521236
AlvarezOrdonezA_xxxx__Q01-30__bin.9,88.09896179,0.613496933
AlvarezOrdonezA_xxxx__Q01-30__bin.12,91.89034823,0.724637681
AlvarezOrdonezA_xxxx__Q01-30__bin.5,82.8,0.1
AlvarezOrdonezA_xxxx__Q02-21__bin.5,68.96551724,2.298850575
AlvarezOrdonezA_xxxx__Q02-21__bin.1,93.77729258,0.232896652
AlvarezOrdonezA_xxxx__Q02-21__bin.6,92.45283019,0.691823899
AlvarezOrdonezA_xxxx__Q02-21__bin.7,83.88714734,1.724137931
AlvarezOrdonezA_xxxx__Q02-23__bin.2,59.30277979,0.272573562
AlvarezOrdonezA_xxxx__Q02-23__bin.3,67.24137931,1.724137931
AlvarezOrdonezA_xxxx__Q02-23__bin.14,86.70949861,1.940035273
AlvarezOrdonezA_xxxx__Q02-23__bin.25,69.87179616,0.58224163
AlvarezOrdonezA_xxxx__Q02-23__bin.15,98.11320755,1.194968553
AlvarezOrdonezA_xxxx__Q02-23__bin.9,88.18745834,2.401095802
AlvarezOrdonezA_xxxx__Q02-23__bin.7,75.5828373,0.392691799
AlvarezOrdonezA_xxxx__Q02-24__bin.1,59.09090909,0.0
AlvarezOrdonezA_xxxx__Q02-24__bin.3,91.47139268,0.58224163
AlvarezOrdonezA_xxxx__Q02-24__bin.18,98.11320755,1.194968553
AlvarezOrdonezA_xxxx__Q02-24__bin.5,74.30783542,1.395939086
AlvarezOrdonezA_xxxx__Q02-24__bin.13,65.61259921,0.690310847
AlvarezOrdonezA_xxxx__Q02-25__bin.5,68.44827586,0.862068966
AlvarezOrdonezA_xxxx__Q02-25__bin.6,71.05263158,0.0
AlvarezOrdonezA_xxxx__Q02-25__bin.4,76.84627781,0.145560408
AlvarezOrdonezA_xxxx__Q02-25__bin.15,97.9245283,0.880503145
AlvarezOrdonezA_xxxx__Q02-25__bin.18,68.73759921,0.392691799
AlvarezOrdonezA_xxxx__Q02-26__bin.6,51.31004367,0.145560408
AlvarezOrdonezA_xxxx__Q02-26__bin.7,98.11320755,1.289308176
AlvarezOrdonezA_xxxx__Q02-26__bin.3,65.58815127,1.087744743
AlvarezOrdonezA_xxxx__Q02-26__bin.10,64.71974206,0.243882275
AlvarezOrdonezA_xxxx__Q02-26__bin.12,72.5136668,4.54909718
AlvarezOrdonezA_xxxx__Q02-27__bin.2,62.57053292,0.0
AlvarezOrdonezA_xxxx__Q02-27__bin.15,64.36781609,0.0
AlvarezOrdonezA_xxxx__Q02-27__bin.13,92.59259259,1.234567901
AlvarezOrdonezA_xxxx__Q02-27__bin.14,88.32618903,1.761006289
AlvarezOrdonezA_xxxx__Q02-27__bin.3,57.04918033,0.081967213
AlvarezOrdonezA_xxxx__Q02-27__bin.6,64.29467085,0.0
AlvarezOrdonezA_xxxx__Q02-27__bin.1,97.07303713,2.64436821
AlvarezOrdonezA_xxxx__Q02-27__bin.12,95.50961607,1.588342441
AlvarezOrdonezA_xxxx__Q02-27__bin.5,92.9,0.2
AlvarezOrdonezA_xxxx__Q02-27__bin.7,98.4,0.1
AlvarezOrdonezA_xxxx__Q02-27__bin.9,89.3,0.2
AlvarezOrdonezA_xxxx__Q02-28__bin.8,94.28848499,0.388636364
AlvarezOrdonezA_xxxx__Q02-28__bin.23,76.23301985,1.724137931
AlvarezOrdonezA_xxxx__Q02-28__bin.16,100.0,1.234567901
AlvarezOrdonezA_xxxx__Q02-28__bin.10,90.37735849,1.320754717
AlvarezOrdonezA_xxxx__Q02-28__bin.22,70.20108628,1.31335106
AlvarezOrdonezA_xxxx__Q02-28__bin.17,94.25760582,1.863366875
AlvarezOrdonezA_xxxx__Q02-28__bin.15,89.83606557,0.081967213
AlvarezOrdonezA_xxxx__Q02-28__bin.9,93.60503579,0.579710145
AlvarezOrdonezA_xxxx__Q02-28__bin.20,81.78506375,4.371584699
AlvarezOrdonezA_xxxx__Q02-28__bin.13,96.3175824,4.088050314
AlvarezOrdonezA_xxxx__Q02-29__bin.13,94.90874033,0.388636364
AlvarezOrdonezA_xxxx__Q02-29__bin.12,60.44213474,0.0
AlvarezOrdonezA_xxxx__Q02-29__bin.3,93.65079365,1.234567901
AlvarezOrdonezA_xxxx__Q02-29__bin.7,92.67924528,2.319943193
AlvarezOrdonezA_xxxx__Q02-29__bin.2,58.68852459,0.081967213
AlvarezOrdonezA_xxxx__Q02-29__bin.18,54.96865204,1.724137931
AlvarezOrdonezA_xxxx__Q02-29__bin.8,94.72806636,4.327975724
AlvarezOrdonezA_xxxx__Q02-29__bin.5,86.2,0.1
AlvarezOrdonezA_xxxx__Q02-29__bin.6,71.0,0.6
AlvarezOrdonezA_xxxx__Q02-30__bin.9,66.88087774,0.0
AlvarezOrdonezA_xxxx__Q02-30__bin.11,71.0031348,1.724137931
AlvarezOrdonezA_xxxx__Q02-30__bin.29,93.17468046,1.886792453
AlvarezOrdonezA_xxxx__Q02-30__bin.21,66.98892478,3.934010152
AlvarezOrdonezA_xxxx__Q02-30__bin.22,97.05423052,2.24956302
AlvarezOrdonezA_xxxx__Q02-30__bin.14,75.08196721,0.081967213
AlvarezOrdonezA_xxxx__Q02-30__bin.26,61.70846395,0.0
AlvarezOrdonezA_xxxx__Q02-30__bin.17,95.4265192,0.0
AlvarezOrdonezA_xxxx__Q02-30__bin.25,66.4298725,1.821493625
AlvarezOrdonezA_xxxx__Q03-21__bin.5,82.5547354,4.621212121
AlvarezOrdonezA_xxxx__Q03-21__bin.8,74.183822,1.491994178
AlvarezOrdonezA_xxxx__Q03-21__bin.1,92.83318578,2.48427673
AlvarezOrdonezA_xxxx__Q03-21__bin.7,55.26315789,1.754385965
AlvarezOrdonezA_xxxx__Q03-21__bin.9,89.39371937,2.956357692
AlvarezOrdonezA_xxxx__Q03-23__bin.4,55.17241379,3.448275862
AlvarezOrdonezA_xxxx__Q03-23__bin.1,91.80390934,2.423580786
AlvarezOrdonezA_xxxx__Q03-23__bin.2,80.54043127,4.622641509
