representative_95id,domain,phylum,class,order,family,genus,species
MASTER_WP4_CSIC_2__P2517__bin.17,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium jensenii
MASTER_WP4_CSIC_2__P2517__bin.19,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium nuruki
MASTER_WP4_CSIC_2__P2517__bin.2,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,
MASTER_WP4_CSIC_2__P2517__bin.25,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Gulosibacter,
MASTER_WP4_CSIC_2__P2517__bin.38,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas sp023423235
MASTER_WP4_CSIC_2__P2558__bin.17,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,
MASTER_WP4_CSIC_2__P2558__bin.48,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,
MASTER_WP4_CSIC_2__P2558__bin.5,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Arthrobacter_H,Arthrobacter H sp030452125
MASTER_WP4_CSIC_2__P2570__bin.13,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,
MASTER_WP4_CSIC_2__P2570__bin.32,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sp030450335
MASTER_WP4_CSIC_2__P2578__bin.9,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,
MASTER_WP4_CSIC_2__P2584__bin.4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia grimesii
MASTER_WP4_CSIC_2__P2584__bin.5,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter celer
MASTER_WP4_CSIC_2__P2587__bin.8,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Hafnia,Hafnia protea
MASTER_WP4_CSIC_2__P2587__bin.9,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella terrigena
MASTER_WP4_CSIC_2__P2588__bin.23,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium fresconis
MASTER_WP4_CSIC_2__P2588__bin.45,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Citricoccus,Citricoccus nitrophenolicus
MASTER_WP4_CSIC_2__P2591__bin.6,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,
MASTER_WP4_CSIC_2__P2596__bin.6,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera intermedia
MASTER_WP4_CSIC_2__P2600__bin.15,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,
MASTER_WP4_CSIC_2__P2603__bin.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella_A,Moraxella A sp902506215
MASTER_WP4_CSIC_2__P2608__bin.7,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Rothia,
MASTER_WP4_CSIC_2__P2610__bin.21,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Rothia,Rothia sp000710345
MASTER_WP4_CSIC_2__P2619__bin.31,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella_A,Moraxella A sp002478835
MASTER_WP4_CSIC_2__P2623__bin.59,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea floridensis
MASTER_WP4_CSIC_2__P2630__bin.28,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp030455605
MASTER_WP4_CSIC_2__P2633__bin.16,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E shirazensis
MASTER_WP4_FFoQSI_1__DC18-02__bin.11,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp002135205
MASTER_WP4_FFoQSI_1__DC18-032__bin.18,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.16,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.20,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus,
MASTER_WP4_FFoQSI_1__KM-1D__bin.27,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Beutenbergiaceae,Ruania,
MASTER_WP4_FFoQSI_1__KM-1G__bin.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Nesterenkonia,
MASTER_WP4_FFoQSI_1__KM-2D__bin.24,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,JB111,
MASTER_WP4_FFoQSI_1__KM-2D__bin.28,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nocardiopsis,Nocardiopsis sp900143625
MASTER_WP4_FFoQSI_1__KM-2D__bin.34,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,
MASTER_WP4_FFoQSI_1__KM-2G__bin.45,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,
MASTER_WP4_FFoQSI_1__KM-4D__bin.40,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Ancrocorticia,Ancrocorticia populi
MASTER_WP4_FFoQSI_1__KM-5G__bin.38,Bacteria,Bacillota,Clostridia,Tissierellales,Tissierellaceae,Tissierella_A,
MASTER_WP4_FFoQSI_1__RC17-02__bin.9,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Kocuria,Kocuria rhizophila
MASTER_WP4_FFoQSI_1__RC17-032__bin.10,Bacteria,Bacteroidota_A,Rhodothermia,Balneolales,Balneolaceae,Fodinibius,
MASTER_WP4_FFoQSI_1__RC17-032__bin.3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Halospina,
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.15,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.29,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Allopusillimonas,Allopusillimonas ginsengisoli A
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.31,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.48,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus sp030457805
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.32,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Allopusillimonas,Allopusillimonas ginsengisoli A
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.37,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.8,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,Marinobacter sp030457765
MASTER_WP4_FFoQSI_1__VB-03-M5__bin.22,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,
MASTER_WP4_FFoQSI_1__VB-03-M6__bin.13,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Cobetia,Cobetia marina
MASTER_WP4_FFoQSI_1__VB-05-AD__bin.33,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,JB111,JB111 sp900163555
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.19,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,JAZGOL01,
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.32,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.46,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAJYRX01,
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.48,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,
MASTER_WP4_FFoQSI_1__VB-05-BG__bin.13,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,
MASTER_WP4_FFoQSI_1__VB-06-AD__bin.22,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,
MASTER_WP4_FFoQSI_1__VB-06-AD__bin.9,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,,
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.20,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,CmP2,
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.53,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Gordonia,
MASTER_WP4_FFoQSI_1__VB-08-BD__bin.39,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nocardiopsis,
MASTER_WP4_FFoQSI_1__VB-08-BD__bin.8,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,
MASTER_WP4_FFoQSI_1__VB-09-AG__bin.31,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus halocasei
MASTER_WP4_FFoQSI_1__VB-09-AG__bin.57,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,
MASTER_WP4_FFoQSI_1__VB-09-BD__bin.29,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.36,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Leucobacter,
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.47,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.53,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Advenella,Advenella sp002810445
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.64,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Pseudoclavibacter,
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.3,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Avipropionibacterium,
MASTER_WP4_FFoQSI_1__VB-12D__bin.11,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Agrococcus,Agrococcus casei
MASTER_WP4_FFoQSI_1__VB-12D__bin.20,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,
MASTER_WP4_FFoQSI_1__VB-14D__bin.48,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,
MASTER_WP4_FFoQSI_1__VB-14D__bin.5,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Flaviflexus,
MASTER_WP4_FFoQSI_1__VB-15-BD__bin.9,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.12,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Janibacter,
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.14,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.23,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,
MASTER_WP4_FFoQSI_1__VB-15-M11__bin.27,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,
MASTER_WP4_FFoQSI_1__VB-15-M12__bin.17,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,Alkalibacterium gilvum
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.61,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas sp947490095
MASTER_WP4_FFoQSI_1__VB-16-M13__bin.18,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Yaniella,Yaniella sp030453185
MASTER_WP4_FFoQSI_1__VB-16-M15__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Oceanimonas,
MASTER_WP4_FFoQSI_1__VB-16-M15__bin.31,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Gulosibacter,Gulosibacter sp900163695
MASTER_WP4_FFoQSI_1__VB-16-M16__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Ruoffia,Ruoffia tabacinasalis
MASTER_WP4_FFoQSI_1__VB-16-M16__bin.5,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium yomogidense A
MASTER_WP4_FFoQSI_1__VB12-F-AR__bin.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,
MASTER_WP4_FFoQSI_1__VB12-F-AR__bin.11,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Gulosibacter,
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin.37,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus carniphilus
MASTER_WP4_FFoQSI_1__VB14-F-AR__bin.13,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,
MASTER_WP4_FFoQSI_1__VB14-F-BR__bin.39,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Beutenbergiaceae,CALKWS01,
MASTER_WP4_FFoQSI_2__VB01-30__bin.8,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Beutenbergiaceae,CALKWS01,
MASTER_WP4_FFoQSI_2__VB03-30__bin.18,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Nesterenkonia,
MASTER_WP4_FFoQSI_2__VB06-21__bin.6,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter guillouiae
MASTER_WP4_FFoQSI_2__VB06-30__bin.23,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,
MASTER_WP4_FFoQSI_2__VB06-30__bin.8,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,
MASTER_WP4_FFoQSI_2__VB10-22__bin.20,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Kocuria,Kocuria sp025149945
MASTER_WP4_FFoQSI_2__VB10-30__bin.20,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp004745075
MASTER_WP4_FFoQSI_2__VB11-26__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii
MASTER_WP4_FFoQSI_2__VB11-29__bin.23,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp030457675
MASTER_WP4_FFoQSI_2__VB11-30__bin.19,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,Vreelandella sp030457605
MASTER_WP4_FFoQSI_2__VB15-29__bin.12,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Flaviflexus,Flaviflexus ciconiae
MASTER_WP4_FFoQSI_2__VB16-22__bin.17,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Nesterenkonia,Nesterenkonia halobia
MASTER_WP4_FFoQSI_2__VB16-22__bin.7,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Kocuria,Kocuria salsicia
MASTER_WP4_FFoQSI_2__VB16-30__bin.11,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,
MASTER_WP4_FFoQSI_2__VB16-30__bin.16,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,JBBSQO01,
MASTER_WP4_FFoQSI_2__VB16-30__bin.31,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Avipropionibacterium,
MASTER_WP4_FFoQSI_2__VB16-30__bin.6,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Dietzia,
MASTER_WP4_FFoQSI_3__VB07-22__bin.11,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Kocuria,Kocuria atrinae
MASTER_WP4_FFoQSI_3__VB07-22__bin.12,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,
MASTER_WP4_FFoQSI_3__VB07-22__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus muriaticus
MASTER_WP4_FFoQSI_3__VB07-30__bin.25,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,Alkalibacterium putridalgicola
MASTER_WP4_FFoQSI_3__VB07-30__bin.41,Bacteria,Bacillota,Clostridia,Tissierellales,SIT17,Anaeromonas,
MASTER_WP4_FFoQSI_3__VB07-30__bin.45,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,
MASTER_WP4_FFoQSI_3__VB13-29__bin.20,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp014400405
MASTER_WP4_FFoQSI_3__VB13-29__bin.32,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Dermabacter,Dermabacter sp943913905
MASTER_WP4_FFoQSI_3__VB13-29__bin.36,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium stercoravium
MASTER_WP4_FFoQSI_3__VB13-29__bin.48,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Leucobacter,
MASTER_WP4_FFoQSI_3__VB13-30__bin.23,Bacteria,Bacillota,Clostridia,Tissierellales,Tissierellaceae,Tissierella_A,
MASTER_WP4_FFoQSI_3__VB13-30__bin.31,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,
MASTER_WP4_FFoQSI_3__VB13-30__bin.32,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Ornithinicoccus,
MASTER_WP4_FFoQSI_3__VB14-22__bin.17,Bacteria,Bacillota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,
MASTER_WP4_FFoQSI_3__VB14-22__bin.35,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,
MASTER_WP4_FFoQSI_3__VB14-22__bin.41,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp030408035
MASTER_WP4_FFoQSI_3__VB14-22__bin.43,Bacteria,Bacillota,Bacilli,Staphylococcales,Salinicoccaceae,Jeotgalicoccus,Jeotgalicoccus psychrophilus
MASTER_WP4_FFoQSI_3__VB14-22__bin.47,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,
MASTER_WP4_FFoQSI_3__VB14-22__bin.50,Bacteria,Bacillota,Bacilli,Staphylococcales,Salinicoccaceae,Salinicoccus,
MASTER_WP4_FFoQSI_3__VB15-29__bin.33,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,
MASTER_WP4_TEAGASC_1__TGS01-22__bin.14,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,
MASTER_WP4_TEAGASC_1__TGS01-22__bin.24,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter aquimaris
MASTER_WP4_TEAGASC_1__TGS01-22__bin.26,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,
MASTER_WP4_TEAGASC_1__TGS01-22__bin.37,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium antiquum A
MASTER_WP4_TEAGASC_1__TGS01-22__bin.6,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,
MASTER_WP4_TEAGASC_1__TGS01-29__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus hokkaidonensis
MASTER_WP4_TEAGASC_1__TGS04-28__bin.21,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio litoralis
MASTER_WP4_TEAGASC_1__TGS04-28__bin.25,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp900163665
MASTER_WP4_TEAGASC_1__TGS04-29__bin.9,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,Vreelandella sp030440445
MASTER_WP4_TEAGASC_1__TGS04-30__bin.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium faecigallinarum
MASTER_WP4_TEAGASC_1__TGS05-30_0__bin.3,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Rhodococcus_F,Rhodococcus F qingshengii
MASTER_WP4_TEAGASC_1__TGS06-22__bin.15,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,Marinomonas polaris
MASTER_WP4_TEAGASC_1__TGS07-21__bin.8,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E fragi D
MASTER_WP4_TEAGASC_1__TGS07-22__bin.5,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Salinisphaeraceae,Salinisphaera,
MASTER_WP4_TEAGASC_1__TGS07-25__bin.5,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,
MASTER_WP4_TEAGASC_1__TGS08-29__bin.64,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens
MASTER_WP4_TEAGASC_1__TGS09-25__bin.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E azotoformans A
MASTER_WP4_TEAGASC_1__TGS11-22__bin.10,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Salinisphaeraceae,Salinisphaera,
MASTER_WP4_TEAGASC_1__TGS11-22__bin.13,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,
MASTER_WP4_TEAGASC_1__TGS11-22__bin.20,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,Vreelandella titanicae
MASTER_WP4_TEAGASC_1__TGS11-22__bin.4,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Salinisphaeraceae,Salinisphaera,
MASTER_WP4_TEAGASC_1__TGS11-22__bin.5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,
MASTER_WP4_TEAGASC_1__TGS11-22__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,
MASTER_WP4_TEAGASC_1__TGS11-30__bin.13,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,
MASTER_WP4_TEAGASC_1__TGS12-29__bin.14,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,
MASTER_WP4_TEAGASC_1__TGS12-29__bin.35,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Dietzia,
MASTER_WP4_TEAGASC_1__TGS12-29__bin.6,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_B,Enterococcus B faecium
MASTER_WP4_TEAGASC_1__TGS13-22__bin.10,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter sp017579965
MASTER_WP4_TEAGASC_1__TGS13-22__bin.32,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,Marinobacter sp001858325
MASTER_WP4_TEAGASC_1__TGS13-22__bin.5,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,
MASTER_WP4_TEAGASC_1__TGS13-22__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,
MASTER_WP4_TEAGASC_1__TGS13-29__bin.11,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp014897705
MASTER_WP4_TEAGASC_1__TGS13-30__bin.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas cupida
MASTER_WP4_TEAGASC_1__TGS14-22__bin.12,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Kushneria,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.17,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Kushneria,
