Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,grain.base.bleached.wheat,grain.base.rye,grain.base.unbleached,grain.base.whole.wheat,host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,sample.identifier.original,Sample Name,Seasnlty,SRA Study,temp
SRR10450346,AMPLICON,302,9168720,PRJNA589612,SAMN13285012,Metagenome or environmental,6361574,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145119,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_139,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,139,S_139,4935,SRP230115,104
SRR10450347,AMPLICON,302,5552572,PRJNA589612,SAMN13285362,Metagenome or environmental,3907715,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145118,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_497,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,497,S_497,3368,SRP230115,175
SRR10450348,AMPLICON,302,4815994,PRJNA589612,SAMN13285361,Metagenome or environmental,3363714,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145117,Canada,North America,Canada,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_496,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,496,S_496,9560,SRP230115,78
SRR10450349,AMPLICON,302,5092928,PRJNA589612,SAMN13285360,Metagenome or environmental,3578872,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145116,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_495,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,495,S_495,2568,SRP230115,132
SRR10450350,AMPLICON,302,3307806,PRJNA589612,SAMN13285359,Metagenome or environmental,2359782,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145115,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_494,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,494,S_494,8915,SRP230115,63
SRR10450351,AMPLICON,302,5263860,PRJNA589612,SAMN13285234,Metagenome or environmental,3673430,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145114,Australia,Oceania,Australia,0,1,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_364,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,364,S_364,3836,SRP230115,146
SRR10450352,AMPLICON,302,6399984,PRJNA589612,SAMN13285233,Metagenome or environmental,4460052,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145113,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_363,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,363,S_363,8979,SRP230115,88
SRR10450353,AMPLICON,302,5918596,PRJNA589612,SAMN13284999,Metagenome or environmental,4156775,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145112,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_125,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,125,S_125,5839,SRP230115,159
SRR10450354,AMPLICON,302,4323130,PRJNA589612,SAMN13285232,Metagenome or environmental,3047234,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145111,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_362,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,362,S_362,8775,SRP230115,124
SRR10450355,AMPLICON,302,3643328,PRJNA589612,SAMN13285231,Metagenome or environmental,2559000,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145110,Thailand,Asia,Thailand,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_361,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,361,S_361,2120,SRP230115,269
SRR10450356,AMPLICON,302,3974018,PRJNA589612,SAMN13285230,Metagenome or environmental,2813171,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145109,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_36,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,36,S_36,4085,SRP230115,223
SRR10450357,AMPLICON,302,2282516,PRJNA589612,SAMN13285229,Metagenome or environmental,1631814,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145108,United Kingdom,Europe,United Kingdom,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_359,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,359,S_359,4827,SRP230115,103
SRR10450358,AMPLICON,302,2612602,PRJNA589612,SAMN13285228,Metagenome or environmental,1850550,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145107,USA,North America,USA,NA,NA,NA,NA,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_358,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,358,S_358,7527,SRP230115,154
SRR10450359,AMPLICON,302,3717620,PRJNA589612,SAMN13285227,Metagenome or environmental,2622985,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145106,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_357,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,357,S_357,7687,SRP230115,212
SRR10450360,AMPLICON,302,4432152,PRJNA589612,SAMN13285226,Metagenome or environmental,3156875,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145105,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_356,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,356,S_356,8595,SRP230115,120
SRR10450361,AMPLICON,302,3613430,PRJNA589612,SAMN13285225,Metagenome or environmental,2569487,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145104,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_355,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,355,S_355,9260,SRP230115,85
SRR10450362,AMPLICON,302,6125768,PRJNA589612,SAMN13285224,Metagenome or environmental,4308818,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145103,uncalculated,uncalculated,NA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_354,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,354,S_354,8260,SRP230115,66
SRR10450363,AMPLICON,302,3510448,PRJNA589612,SAMN13285223,Metagenome or environmental,2481602,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145102,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_353,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,353,S_353,8698,SRP230115,120
SRR10450364,AMPLICON,302,6826408,PRJNA589612,SAMN13284998,Metagenome or environmental,4782916,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145101,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_124,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,124,S_124,8712,SRP230115,113
SRR10450365,AMPLICON,302,3212072,PRJNA589612,SAMN13285222,Metagenome or environmental,2271472,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145100,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_352,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,352,S_352,9062,SRP230115,92
SRR10450366,AMPLICON,302,3036006,PRJNA589612,SAMN13285221,Metagenome or environmental,2150248,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145099,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_351,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,351,S_351,8343,SRP230115,109
SRR10450367,AMPLICON,302,3727586,PRJNA589612,SAMN13285220,Metagenome or environmental,2639913,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145098,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_350,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,350,S_350,6276,SRP230115,192
SRR10450368,AMPLICON,302,6941772,PRJNA589612,SAMN13285219,Metagenome or environmental,4881623,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145097,USA,North America,USA,0,1,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_35,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,35,S_35,7616,SRP230115,150
SRR10450369,AMPLICON,302,2942688,PRJNA589612,SAMN13285218,Metagenome or environmental,2105543,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145096,Canada,North America,Canada,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_348,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,348,S_348,5333,SRP230115,97
SRR10450370,AMPLICON,302,1688784,PRJNA589612,SAMN13285217,Metagenome or environmental,1242374,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145095,Canada,North America,Canada,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_347,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,347,S_347,5333,SRP230115,97
SRR10450371,AMPLICON,302,3204522,PRJNA589612,SAMN13285216,Metagenome or environmental,2193042,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145094,Netherlands,Europe,Netherlands,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_346,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,346,S_346,5516,SRP230115,95
SRR10450372,AMPLICON,302,3236534,PRJNA589612,SAMN13285215,Metagenome or environmental,2251255,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145093,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_344,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,344,S_344,9154,SRP230115,102
SRR10450373,AMPLICON,302,3933550,PRJNA589612,SAMN13285214,Metagenome or environmental,2762350,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145092,USA,North America,USA,1,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_343,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,343,S_343,7527,SRP230115,154
SRR10450374,AMPLICON,302,2483648,PRJNA589612,SAMN13285213,Metagenome or environmental,1789739,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145091,Canada,North America,Canada,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_342,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,342,S_342,10140,SRP230115,52
SRR10450375,AMPLICON,302,6959288,PRJNA589612,SAMN13284997,Metagenome or environmental,4881992,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145090,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_123,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,123,S_123,8449,SRP230115,138
SRR10450376,AMPLICON,302,3163450,PRJNA589612,SAMN13285212,Metagenome or environmental,2275711,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145089,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_341,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,341,S_341,9258,SRP230115,88
SRR10450377,AMPLICON,302,2263792,PRJNA589612,SAMN13285211,Metagenome or environmental,1601753,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145088,Australia,Oceania,Australia,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_340,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:41:00Z,1,340,S_340,5175,SRP230115,124
SRR10450378,AMPLICON,302,4427622,PRJNA589612,SAMN13285210,Metagenome or environmental,3088793,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145087,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_34,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,34,S_34,9715,SRP230115,76
SRR10450379,AMPLICON,302,3501086,PRJNA589612,SAMN13285209,Metagenome or environmental,2451187,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145086,Australia,Oceania,Australia,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_339,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,339,S_339,5175,SRP230115,124
SRR10450380,AMPLICON,302,4276924,PRJNA589612,SAMN13285208,Metagenome or environmental,3043277,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145085,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_338,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,338,S_338,4857,SRP230115,108
SRR10450381,AMPLICON,302,4937398,PRJNA589612,SAMN13285207,Metagenome or environmental,3455900,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145084,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_336,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,336,S_336,9221,SRP230115,68
SRR10450382,AMPLICON,302,4407690,PRJNA589612,SAMN13285206,Metagenome or environmental,3116753,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145083,USA,North America,USA,0,1,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_335,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,335,S_335,8464,SRP230115,98
SRR10450383,AMPLICON,302,3556352,PRJNA589612,SAMN13285205,Metagenome or environmental,2506063,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145082,USA,North America,USA,0,1,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_334,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,334,S_334,11647,SRP230115,65
SRR10450384,AMPLICON,302,4048310,PRJNA589612,SAMN13285204,Metagenome or environmental,2843814,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145081,USA,North America,USA,NA,NA,NA,NA,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_333,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,333,S_333,8693,SRP230115,97
SRR10450385,AMPLICON,302,3726378,PRJNA589612,SAMN13285203,Metagenome or environmental,2628758,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145080,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_331,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,331,S_331,3557,SRP230115,99
SRR10450386,AMPLICON,302,4173640,PRJNA589612,SAMN13285138,Metagenome or environmental,2915218,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145079,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_26,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,26,S_26,7339,SRP230115,199
SRR10450387,AMPLICON,302,6345020,PRJNA589612,SAMN13284996,Metagenome or environmental,4450872,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145328,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_122,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,122,S_122,7546,SRP230115,152
SRR10450388,AMPLICON,302,9028592,PRJNA589612,SAMN13285137,Metagenome or environmental,6227352,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145078,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_259,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,259,S_259,8830,SRP230115,93
SRR10450389,AMPLICON,302,4922902,PRJNA589612,SAMN13285136,Metagenome or environmental,3373082,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145077,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_258,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,258,S_258,7768,SRP230115,89
SRR10450390,AMPLICON,302,6910364,PRJNA589612,SAMN13285135,Metagenome or environmental,4826322,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145076,Australia,Oceania,Australia,0,1,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_257,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,257,S_257,4098,SRP230115,137
SRR10450391,AMPLICON,302,6007988,PRJNA589612,SAMN13285134,Metagenome or environmental,4247993,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145075,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_256,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,256,S_256,4035,SRP230115,152
SRR10450392,AMPLICON,302,7130824,PRJNA589612,SAMN13285133,Metagenome or environmental,4903202,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145074,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_254,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,254,S_254,8686,SRP230115,118
SRR10450393,AMPLICON,302,7137166,PRJNA589612,SAMN13284989,Metagenome or environmental,5020391,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145073,Spain,Europe,Spain,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_115,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,115,S_115,6500,SRP230115,142
SRR10450394,AMPLICON,302,7543054,PRJNA589612,SAMN13285132,Metagenome or environmental,5255214,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145072,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_253,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,253,S_253,9449,SRP230115,107
SRR10450395,AMPLICON,302,5679110,PRJNA589612,SAMN13285131,Metagenome or environmental,3971112,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145071,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_252,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,252,S_252,8377,SRP230115,101
SRR10450396,AMPLICON,302,9204356,PRJNA589612,SAMN13285130,Metagenome or environmental,6318322,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145070,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_251,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:42:00Z,1,251,S_251,7271,SRP230115,150
